iter	RMSE
269	1.06511903
270	1.064420612
271	1.063847607
272	1.063297211
273	1.062618519
274	1.061961062
275	1.061318491
276	1.060719198
277	1.05990663
278	1.059388822
279	1.058758851
280	1.058099686
281	1.057446753
282	1.056896656
283	1.056441893
284	1.055856769
285	1.055427104
286	1.054909165
287	1.054293696
288	1.053693102
289	1.053206861
290	1.052628016
291	1.052046982
292	1.051465202
293	1.050910175
294	1.050344246
295	1.049761661
296	1.049184817
297	1.048647672
298	1.048130469
299	1.047449304
300	1.046987808
301	1.046551012
302	1.046058853
303	1.04561439
304	1.045160724
305	1.044660651
306	1.044200183
307	1.043716628
308	1.043259961
309	1.042835376
310	1.042332814
311	1.041801491
312	1.041357481
313	1.040881651
314	1.040350147
315	1.039913353
316	1.039340457
317	1.038947546
318	1.038495099
319	1.038050836
320	1.037514308
321	1.036967874
322	1.036608823
323	1.03596492
324	1.035587006
325	1.03512458
326	1.034577976
327	1.034148574
328	1.033721708
329	1.033207999
330	1.032669126
331	1.032235446
332	1.031810869
333	1.031384162
334	1.03107286
335	1.030655748
336	1.030168955
337	1.029791377
338	1.029381519
339	1.028823249
340	1.028419965
341	1.028039653
342	1.027762022
343	1.027326053
344	1.026922575
345	1.026465043
346	1.025970526
347	1.025536858
348	1.025058546
349	1.02466936
350	1.024282831
351	1.02395951
352	1.023568551
353	1.023166512
354	1.022807114
355	1.022463458
356	1.022049637
357	1.021716474
358	1.021284009
359	1.020923039
360	1.020612516
361	1.020135629
362	1.019794736
363	1.019314596
364	1.018868682
365	1.018319406
366	1.017999693
367	1.017698414
368	1.017208884
369	1.016806469
370	1.016499327
371	1.016078353
372	1.015738211
373	1.015289176
374	1.014944217
375	1.01448218
376	1.014180247
377	1.013848545
378	1.013492805
379	1.013191637
380	1.012952911
381	1.012575799
382	1.012096952
383	1.011704595
384	1.011233528
385	1.010764748
386	1.010445338
387	1.01008449
388	1.009696986
389	1.009359776
390	1.009045643
391	1.008709977
392	1.008341396
393	1.008153743
394	1.007755875
395	1.007350935
396	1.006947344
397	1.00662324
398	1.006263501
399	1.005972537
400	1.005518985
401	1.005177711
402	1.004822966
403	1.004396506
404	1.004107756
405	1.003757071
406	1.00340309
407	1.00310582
408	1.002769543
409	1.002359421
410	1.001944317
411	1.001565596
412	1.001196704
413	1.000695477
414	1.000365341
415	0.9999856704
416	0.9996565426
417	0.9992573638
418	0.998833734
419	0.9985169748
420	0.9981523349
421	0.997891152
422	0.9975138154
423	0.9972046097
424	0.9969704847
425	0.9967424367
426	0.9964724668
427	0.9961914318
428	0.9958266253
429	0.9954230424
430	0.9951178441
431	0.9948408951
432	0.9945013385
433	0.9941969483
434	0.9939608446
435	0.9936609347
436	0.9933086399
437	0.9930198061
438	0.9927098053
439	0.9925111602
440	0.9921386891
441	0.9917771831
442	0.9913648962
443	0.9910714378
444	0.9907132443
445	0.9904054683
446	0.9901034911
447	0.9898130993
448	0.9894328097
449	0.9891463634
450	0.9888230072
451	0.9884337966
452	0.9880413069
453	0.9877388683
454	0.9873452662
455	0.9869988034
456	0.9866808058
457	0.9864184241
458	0.98611143
459	0.9858734617
460	0.9855096429
461	0.985168636
462	0.9848842219
463	0.9845529743
464	0.9841989382
465	0.9838766124
466	0.9836302867
467	0.9833037186
468	0.9829748526
469	0.98274832
470	0.9824712502
471	0.9822531913
472	0.9818779028
473	0.9816683185
474	0.9814113715
475	0.9811751626
476	0.9808614008
477	0.9805940153
478	0.980299159
479	0.9799475931
480	0.9795403484
481	0.9791967451
482	0.9788565794
483	0.978561796
484	0.9782990608
485	0.9780815072
486	0.9777053567
487	0.9773284532
488	0.9770930984
489	0.9767634757
490	0.97653752
491	0.9762870797
492	0.9759820385
493	0.9756098949
494	0.9752923988
495	0.9750831449
496	0.9747427744
497	0.9744651029
498	0.974127675
499	0.9737625485
500	0.9735285805
501	0.9733015588
502	0.9730643323
503	0.9728164743
504	0.9725177937
505	0.9722383993
506	0.9719612817
507	0.971750747
508	0.9715459877
509	0.9712303065
510	0.9708496611
511	0.9705006215
512	0.9701621548
513	0.9698981253
514	0.9696748374
515	0.9694286074
516	0.9690948121
517	0.9688376466
518	0.9685437116
519	0.9681578147
520	0.9679353779
521	0.9677126293
522	0.967424713
523	0.9672744407
524	0.9670113286
525	0.9666484396
526	0.9663277949
527	0.9660687728
528	0.9658233211
529	0.9655152174
530	0.9653174318
531	0.9650295285
532	0.9647796043
533	0.9645102852
534	0.9642161524
535	0.9639998259
536	0.9636875529
537	0.9634868401
538	0.9632859472
539	0.9630834051
540	0.9628849154
541	0.9625321018
542	0.9621996525
543	0.9619519657
544	0.9616888079
545	0.9614024951
546	0.9611613891
547	0.960868922
548	0.9606300695
549	0.9603578273
550	0.9601066986
551	0.9597951938
552	0.9595114627
553	0.9593340894
554	0.9591322842
555	0.9588952385
556	0.9587569413
557	0.9586386568
558	0.9583648168
559	0.9581849052
560	0.9579424664
561	0.9577830685
562	0.957625534
563	0.9573733433
564	0.9570262561
565	0.9568089985
566	0.9565202046
567	0.9562745416
568	0.9560053701
569	0.9557383417
570	0.9555702671
571	0.9553881402
572	0.9550445707
573	0.954777228
574	0.9545149279
575	0.9542856409
576	0.953985596
577	0.953609773
578	0.9534492146
579	0.9533102496
580	0.9531126519
581	0.9528814249
582	0.9525538731
583	0.952257501
584	0.9519702474
585	0.9517757871
586	0.9514146869
587	0.9511607609
588	0.9509812197
589	0.9506451214
590	0.9503638236
591	0.9501874076
592	0.9499464587
593	0.9497188692
594	0.9494546617
595	0.9491297855
596	0.9488492844
597	0.9485620963
598	0.9483468294
599	0.9481741631
600	0.9479127124
601	0.9476864667
602	0.9475228669
603	0.9471865061
604	0.9469631401
605	0.9467001404
606	0.9464754936
607	0.9462548772
608	0.9460014883
609	0.9456562168
610	0.9453907527
611	0.9451897912
612	0.9448761052
613	0.9446893053
614	0.9444742099
615	0.9441174644
616	0.9439728166
617	0.9437269177
618	0.9433741894
619	0.9430965412
620	0.9429022195
621	0.9426404437
622	0.9423462741
623	0.942008717
624	0.9417073566
625	0.9414591575
626	0.9413067386
627	0.9410474768
628	0.9406991707
629	0.9404157972
630	0.9401833047
631	0.9398907968
632	0.9396129894
633	0.9392957886
634	0.9390302801
635	0.9387593494
636	0.9384323482
637	0.9381996216
638	0.9379274556
639	0.9377074818
640	0.9374319818
641	0.9371885405
642	0.9368420136
643	0.93654858
644	0.9363835899
645	0.9360990486
646	0.9358126773
647	0.935666825
648	0.9354508295
649	0.9352247697
650	0.9350909967
651	0.9349195623
652	0.9347622351
653	0.9345553019
654	0.9343973766
655	0.9342803082
656	0.9340613299
657	0.9337414209
658	0.9335286868
659	0.9332780639
660	0.9330663346
661	0.9329890673
662	0.9327315015
663	0.9324726613
664	0.9322014145
665	0.9318681749
666	0.9316277635
667	0.9314012026
668	0.9312181189
669	0.9310898251
670	0.9308107837
671	0.9306342491
672	0.93037039
673	0.930181916
674	0.9299368749
675	0.9298108114
676	0.9296229678
677	0.9294001945
678	0.9291630809
679	0.9289573368
680	0.9287775226
681	0.9286333925
682	0.928450893
683	0.9282042389
684	0.9280211904
685	0.9277324966
686	0.9275802694
687	0.9273910529
688	0.9271456358
689	0.9268486447
690	0.9265545809
691	0.9263941072
692	0.9261666216
693	0.9259122866
694	0.9256590157
695	0.9253720169
696	0.9251310349
697	0.9249172681
698	0.9247259824
699	0.9246358444
700	0.9244869475
701	0.9243039121
702	0.9240631862
703	0.923887679
704	0.9236892812
705	0.923416065
706	0.9231961494
707	0.923048934
708	0.9227340096
709	0.9225380402
710	0.922429935
711	0.9222204837
712	0.9220667599
713	0.9218779612
714	0.9215491183
715	0.9215171311
716	0.9212822651
717	0.9210086077
718	0.9208234323
719	0.9204697469
720	0.9201899283
721	0.9199379118
722	0.919734939
723	0.919603639
724	0.9193237684
725	0.9190006081
726	0.9188209483
727	0.9186194776
728	0.9184313591
729	0.9181807654
730	0.917924121
731	0.9176092384
732	0.9173495661
733	0.9171776862
734	0.9170147182
735	0.9166686657
736	0.9165616481
737	0.9164212141
738	0.9162502847
739	0.9160429501
740	0.9158766644
741	0.9157127602
742	0.9154875609
743	0.9151974269
744	0.9149977554
745	0.9148746717
746	0.9146784525
747	0.9145212643
748	0.9143647859
749	0.9141463344
750	0.9139982352
751	0.9137783199
752	0.9136432985
753	0.9134242256
754	0.9132109284
755	0.9130370513
756	0.9127419116
757	0.9124845569
758	0.9122147254
759	0.912043854
760	0.9118092313
761	0.9114780778
762	0.9112903071
763	0.9110889288
764	0.910893908
765	0.9107366765
766	0.9106516903
767	0.9103713375
768	0.9102192128
769	0.9101237938
770	0.9098598405
771	0.9096683844
772	0.9094385652
773	0.9092221691
774	0.9089873278
775	0.9087591381
776	0.9084866841
777	0.9082788366
778	0.908085175
779	0.9078714734
780	0.9076748523
781	0.9074537464
782	0.907165009
783	0.9069639818
784	0.9066357746
785	0.9064361453
786	0.9061556215
787	0.9059218114
788	0.905720832
789	0.9054697885
790	0.9052577427
791	0.9050880121
792	0.9049222057
793	0.9047027156
794	0.9043836433
795	0.9042457094
796	0.9039913673
797	0.9038487314
798	0.9036453948
799	0.9034049156
800	0.9032599506
801	0.9030157027
802	0.9027702706
803	0.9025574092
804	0.9023104464
805	0.9020045122
806	0.9017988592
807	0.9016353415
808	0.9013973084
809	0.9011494015
810	0.9010242793
811	0.9007693234
812	0.9005394043
813	0.9003664954
814	0.900204128
815	0.9000124231
816	0.8997861657
817	0.8996576937
818	0.8994755679
819	0.8993709004
820	0.8991348762
821	0.8988873017
822	0.8987198062
823	0.8985570236
824	0.8983175624
825	0.8981401336
826	0.8978600536
827	0.8975206625
828	0.8972664413
829	0.8971251905
830	0.8969046337
831	0.8967469532
832	0.8965928633
833	0.8963716056
834	0.8961755064
835	0.8959826129
836	0.8958431212
837	0.8956626795
838	0.8955194707
839	0.8953196209
840	0.8950089938
841	0.8948328589
842	0.8946077729
843	0.8944137002
844	0.8943081879
845	0.8940268189
846	0.8938592441
847	0.8936512259
848	0.8934953648
849	0.8932338989
850	0.893021545
851	0.8928229818
852	0.8925697959
853	0.892450424
854	0.8922318593
855	0.8920947168
856	0.8918758782
857	0.8915595274
858	0.8915109517
859	0.8914070295
860	0.8911939787
861	0.8909850481
862	0.8907042933
863	0.8905299652
864	0.8902638423
865	0.8900782087
866	0.8898624141
867	0.8896570003
868	0.8894431917
869	0.8891600164
870	0.8889345443
871	0.8887412616
872	0.8884910989
873	0.8883709524
874	0.8881966417
875	0.8880887638
876	0.8879086647
877	0.8877162592
878	0.8875166437
879	0.8873431286
880	0.8871646555
881	0.8869844657
882	0.8867750853
883	0.8865719794
884	0.8865465457
885	0.8864535698
886	0.886370969
887	0.8861844311
888	0.8859807253
889	0.8858125386
890	0.8855289125
891	0.8853882217
892	0.8851887962
893	0.8849605634
894	0.8848413574
895	0.8847117569
896	0.8845253147
897	0.8843372454
898	0.8842830702
899	0.8842547808
900	0.8840464731
901	0.8838798443
902	0.8836940383
903	0.8836206258
904	0.8833919989
905	0.8833485873
906	0.8832637678
907	0.8831538575
908	0.8829719914
909	0.8827564098
910	0.8825994414
911	0.8824879817
912	0.8822952632
913	0.8821965633
914	0.882016976
915	0.8818758869
916	0.8817022129
917	0.8816442322
918	0.8814879615
919	0.8813457578
920	0.8813105797
921	0.8811327017
922	0.8809027361
923	0.8807220339
924	0.8804289767
925	0.8802812231
926	0.879917994
927	0.8796787688
928	0.8794619468
929	0.8793198952
930	0.8790220869
931	0.8787748776
932	0.8785193368
933	0.8783579656
934	0.878249056
935	0.8780398594
936	0.8778796659
937	0.8777311985
938	0.877612944
939	0.8774495052
940	0.877402844
941	0.8772494409
942	0.8770449434
943	0.8768095466
944	0.8766016857
945	0.8763187477
946	0.8761165506
947	0.8759273289
948	0.8756791858
949	0.8755486222
950	0.8753601926
951	0.8751492969
952	0.8750666031
953	0.8749396902
954	0.874692114
955	0.8745035648
956	0.8743601331
957	0.8741929753
958	0.8738682127
959	0.8738490232
960	0.8736823277
961	0.8736474325
962	0.873466191
963	0.8732265536
964	0.8730103301
965	0.8729581281
966	0.8727498298
967	0.8727049874
968	0.872484764
969	0.8724578953
970	0.8724207536
971	0.872368496
972	0.8722188111
973	0.8721805203
974	0.8720129176
975	0.8717346838
976	0.8715280111
977	0.8714959802
978	0.8713666889
979	0.8713099431
980	0.8710802477
981	0.8708659628
982	0.8707933578
983	0.8705954316
984	0.8704567801
985	0.8703234911
986	0.8700830824
987	0.8699236642
988	0.8697252969
989	0.8694823597
990	0.8692865791
991	0.8690353997
992	0.8688522292
993	0.8686808632
994	0.8686407309
995	0.8683949839
996	0.8683291427
997	0.8682113237
998	0.8679864638
999	0.8677762328
1000	0.8675859907
1001	0.8673269468
1002	0.867294621
1003	0.8672060579
1004	0.8669861305
1005	0.8667311509
1006	0.8665125778
1007	0.8664834328
1008	0.8663330284
1009	0.866173338
1010	0.8659849618
1011	0.8658060329
1012	0.8656384769
1013	0.8656121666
1014	0.8655705903
1015	0.8654091162
1016	0.8652594728
1017	0.8651078637
1018	0.8648945607
1019	0.8646894465
1020	0.8646513056
1021	0.8646186391
1022	0.8644569452
1023	0.8643107532
1024	0.8640519983
1025	0.8637792132
1026	0.8637423546
1027	0.8636682841
1028	0.8634312202
1029	0.8632863389
1030	0.863117888
1031	0.8630937114
1032	0.8629508681
1033	0.8627941916
1034	0.8625341944
1035	0.8623722317
1036	0.8623366116
1037	0.862091382
1038	0.8619482517
1039	0.8617013375
1040	0.8615727915
1041	0.8613899943
1042	0.8611971212
1043	0.8610036245
1044	0.8608833369
1045	0.8607204489
1046	0.860511945
1047	0.860362683
1048	0.8601572684
1049	0.8601306609
1050	0.859960438
1051	0.8598123956
1052	0.8595716022
1053	0.8595304536
1054	0.8594562518
1055	0.8594327753
1056	0.8592546803
1057	0.8591422494
1058	0.8589273592
1059	0.858774609
1060	0.8586073625
1061	0.8584708931
1062	0.8582712815
1063	0.8580436645
1064	0.8577691832
1065	0.8575816678
1066	0.857347068
1067	0.8572484625
1068	0.8570647331
1069	0.8568444212
1070	0.8568143789
1071	0.8567812379
1072	0.8566398296
1073	0.8564331013
1074	0.8562357369
1075	0.8560509512
1076	0.8558335655
1077	0.8557979416
1078	0.8557433716
1079	0.8556291817
1080	0.8554042244
1081	0.8552312763
1082	0.8551961237
1083	0.8550106421
1084	0.8548109637
1085	0.8546562307
1086	0.8544804377
1087	0.8543467646
1088	0.8541067718
1089	0.8538218664
1090	0.8536625976
1091	0.853407437
1092	0.8532225677
1093	0.8529733295
1094	0.8527379246
1095	0.8527098215
1096	0.8525468692
1097	0.8523195059
1098	0.8521296883
1099	0.8520488709
1100	0.8518661625
1101	0.851717221
1102	0.8515799165
1103	0.8513101931
1104	0.8511032779
1105	0.8508996556
1106	0.850643103
1107	0.8504964646
1108	0.8503436277
1109	0.8501237981
1110	0.8498649329
1111	0.8496812817
1112	0.8494843432
1113	0.8494569855
1114	0.8492446205
1115	0.8490003908
1116	0.8488547226
1117	0.8486423856
1118	0.8484646916
1119	0.8483517282
1120	0.8481139354
1121	0.8479861107
1122	0.8479476181
1123	0.8478814828
1124	0.847753286
1125	0.8474755983
1126	0.847227802
1127	0.846974792
1128	0.8468822276
1129	0.8468483093
1130	0.8468154911
1131	0.8466563285
1132	0.8465623081
1133	0.846472779
1134	0.8464414372
1135	0.8462474539
1136	0.8462125377
1137	0.8460793083
1138	0.8458361538
1139	0.8458072251
1140	0.845643774
1141	0.8454620169
1142	0.8453737858
1143	0.845181125
1144	0.8450158306
1145	0.8448323174
1146	0.844797025
1147	0.8446224836
1148	0.8443997595
1149	0.844101555
1150	0.8439605683
1151	0.843697551
1152	0.8434036774
1153	0.8432122463
1154	0.8429972429
1155	0.8427965757
1156	0.8425642043
1157	0.8423454266
1158	0.8421208519
1159	0.8419996747
1160	0.841815684
1161	0.8415956792
1162	0.8414560527
1163	0.8414199447
1164	0.8412076378
1165	0.8409925734
1166	0.8407231039
1167	0.8405419884
1168	0.840348961
1169	0.8403077368
1170	0.8402130461
1171	0.8400047844
1172	0.8399732657
1173	0.8397442619
1174	0.8395509433
1175	0.8392770896
1176	0.8390872902
1177	0.838798811
1178	0.8386190112
1179	0.8384318276
1180	0.8382572535
1181	0.8380363881
1182	0.8378605033
1183	0.8376243312
1184	0.8374944549
1185	0.8372178688
1186	0.8371606328
1187	0.8371327735
1188	0.8369334326
1189	0.8367214261
1190	0.8365416582
1191	0.8363195162
1192	0.8361012844
1193	0.8358625355
1194	0.8356269099
1195	0.8354701588
1196	0.8352446898
1197	0.835011634
1198	0.8348191459
1199	0.8346073522
1200	0.8344696827
1201	0.8343799996
1202	0.8340838692
1203	0.833901617
1204	0.8336973953
1205	0.8334979925
1206	0.833470799
1207	0.8332938321
1208	0.8331230426
1209	0.8329488231
1210	0.8328872571
1211	0.8328356021
1212	0.8326152608
1213	0.8325473252
1214	0.8323415961
1215	0.8321552955
1216	0.8319853654
1217	0.8319473859
1218	0.8319106658
1219	0.8317450471
1220	0.8315726827
1221	0.8314236338
1222	0.8312339422
1223	0.8310334454
1224	0.8309939836
1225	0.8308605376
1226	0.8305892937
1227	0.830352307
1228	0.8302337895
1229	0.8300624701
1230	0.8298090988
1231	0.8295218917
1232	0.8292871086
1233	0.8291025528
1234	0.8289384139
1235	0.8287310923
1236	0.8285764185
1237	0.8284655788
1238	0.8284272802
1239	0.8282552739
1240	0.828073468
1241	0.827908186
1242	0.8277619012
1243	0.8277333785
1244	0.8275069701
1245	0.8273250342
1246	0.8271346743
1247	0.8268673404
1248	0.8266971661
1249	0.8264754227
1250	0.8262673842
1251	0.8260628782
1252	0.8258799754
1253	0.8257548724
1254	0.8255566752
1255	0.8253385935
1256	0.8251270695
1257	0.8249041948
1258	0.8246945681
1259	0.8245156775
1260	0.8243465449
1261	0.8242542905
1262	0.8240620763
1263	0.8238881072
1264	0.8236327702
1265	0.82344672
1266	0.8232629846
1267	0.8231025836
1268	0.8229312886
1269	0.8228735477
1270	0.8227036985
1271	0.8224653545
1272	0.8224393658
1273	0.8222404031
1274	0.8220666286
1275	0.8219007461
1276	0.821665755
1277	0.8215236644
1278	0.8214469441
1279	0.8212160478
1280	0.8210740969
1281	0.8208844508
1282	0.8208562437
1283	0.8206975111
1284	0.8204936065
1285	0.8203805178
1286	0.8202269841
1287	0.8200100431
1288	0.8198072933
1289	0.8195376363
1290	0.8192261229
1291	0.8190111378
1292	0.818861449
1293	0.8186938213
1294	0.818544255
1295	0.8183827688
1296	0.818213682
1297	0.8180076499
1298	0.8177717737
1299	0.8175571303
1300	0.8174576254
1301	0.8173252058
1302	0.8172975549
1303	0.8170986259
1304	0.8169310878
1305	0.8167784674
1306	0.8167524017
1307	0.816649369
1308	0.8164901727
1309	0.8163107642
1310	0.8161803026
1311	0.8160315043
1312	0.8158197504
1313	0.8155170366
1314	0.815362726
1315	0.8151456325
1316	0.8149651569
1317	0.8147895651
1318	0.814611305
1319	0.8144952986
1320	0.8143077417
1321	0.8140683271
1322	0.8139243765
1323	0.8137093766
1324	0.8136396847
1325	0.8134617731
1326	0.813231119
1327	0.8131264729
1328	0.8130181932
1329	0.8128772764
1330	0.812697994
1331	0.8124731506
1332	0.8122943233
1333	0.8121416279
1334	0.8119597606
1335	0.8117553022
1336	0.8115899522
1337	0.8114469077
1338	0.8112398586
1339	0.811209291
1340	0.8110802414
1341	0.8110476513
1342	0.8109207405
1343	0.8107969086
1344	0.8106299528
1345	0.810441039
1346	0.8104145905
1347	0.8102393904
1348	0.8100911852
1349	0.8100136817
1350	0.8098774826
1351	0.8096908612
1352	0.8095412824
1353	0.8094194222
1354	0.8092151731
1355	0.809086168
1356	0.8088598158
1357	0.8086932522
1358	0.808493591
1359	0.8083389501
1360	0.8081805075
1361	0.8079973631
1362	0.8078054905
1363	0.8075958156
1364	0.8073371413
1365	0.8071449433
1366	0.8070602155
1367	0.8068838545
1368	0.8067608435
1369	0.8065251433
1370	0.806362562
1371	0.806190323
1372	0.8059967548
1373	0.8059676339
1374	0.8057918298
1375	0.8057750927
1376	0.8057517732
1377	0.8055899951
1378	0.8054190326
1379	0.8052292001
1380	0.8051120633
1381	0.8049209882
1382	0.8047654971
1383	0.8045859604
1384	0.8044433407
1385	0.8042879396
1386	0.8041195216
1387	0.8039496714
1388	0.8037809168
1389	0.8036054797
1390	0.8034830213
1391	0.8033397996
1392	0.8031517176
1393	0.8029533853
1394	0.8027712019
1395	0.8026206713
1396	0.8024568834
1397	0.8022187593
1398	0.8021469252
1399	0.8019994885
1400	0.8018979156
1401	0.801722072
1402	0.8014736361
1403	0.8013313972
1404	0.8011120205
1405	0.8008918953
1406	0.8006683905
1407	0.8005179931
1408	0.8003388277
1409	0.8001486783
1410	0.7998762493
1411	0.7996747065
1412	0.7994692716
1413	0.7993040937
1414	0.7992539503
1415	0.7992228964
1416	0.7990484956
1417	0.7988394231
1418	0.7985962798
1419	0.7984298423
1420	0.7982456466
1421	0.7980135642
1422	0.7978797339
1423	0.7976785576
1424	0.7975211568
1425	0.7973799144
1426	0.7971923059
1427	0.7970016517
1428	0.7968395471
1429	0.7966041308
1430	0.7964418116
1431	0.7962987024
1432	0.7961293054
1433	0.7959354799
1434	0.7957508301
1435	0.7955872205
1436	0.7953819512
1437	0.7952771862
1438	0.7951320928
1439	0.7949458732
1440	0.7947697143
1441	0.7946314309
1442	0.7944726
1443	0.7942564927
1444	0.7941023493
1445	0.7938736839
1446	0.793679537
1447	0.7934674421
1448	0.7933395757
1449	0.7933146642
1450	0.7931572098
1451	0.7929487087
1452	0.792863976
1453	0.7927374239
1454	0.7926087073
1455	0.7924598772
1456	0.7923127369
1457	0.7921556711
1458	0.7919574751
1459	0.791805595
1460	0.7916300275
1461	0.7914821273
1462	0.7914123363
1463	0.791269524
1464	0.7912405978
1465	0.7910565053
1466	0.7909188514
1467	0.7907570269
1468	0.7905953455
1469	0.7905756342
1470	0.7904664092
1471	0.7902648948
1472	0.7901183749
1473	0.7900963232
1474	0.7899265739
1475	0.7898956873
1476	0.7897331909
1477	0.7895585184
1478	0.7893907443
1479	0.7892066688
1480	0.7890368467
1481	0.7889023776
1482	0.788721895
1483	0.7885137115
1484	0.788368347
1485	0.7883508455
1486	0.7881355128
1487	0.7879637804
1488	0.7877925115
1489	0.7877697357
1490	0.7877074201
1491	0.7875741695
1492	0.7874610176
1493	0.7872088146
1494	0.7870624647
1495	0.7868731265
1496	0.7866696655
1497	0.7865113601
1498	0.7863379793
1499	0.7860812566
1500	0.785900675
1501	0.7857464024
1502	0.7855017192
1503	0.785350052
1504	0.7852053701
1505	0.7850801227
1506	0.7848513572
1507	0.784824391
1508	0.7846856323
1509	0.7845495193
1510	0.7843353599
1511	0.7841834937
1512	0.7841547764
1513	0.783999407
1514	0.7838525293
1515	0.7836698142
1516	0.7835855023
1517	0.783395046
1518	0.7832865613
1519	0.7830482423
1520	0.7828813774
1521	0.7826209392
1522	0.7824366548
1523	0.782291514
1524	0.7821523473
1525	0.7819646899
1526	0.7817801803
1527	0.7816179544
1528	0.7814387742
1529	0.7813573221
1530	0.7811746405
1531	0.7810048345
1532	0.7808274919
1533	0.7806908824
1534	0.7804340959
1535	0.7802501625
1536	0.7800703298
1537	0.7798447155
1538	0.7796372831
1539	0.7794768557
1540	0.7793057132
1541	0.7790860313
1542	0.7789165509
1543	0.7787226208
1544	0.7785237468
1545	0.778336066
1546	0.7780978758
1547	0.7779292174
1548	0.7777099075
1549	0.7775472305
